room_type,minimum_nights,calculated_host_listings_count,availability_365,price
0.0,0.03571428571428571,0.003067484662576687,0.2136986301369863,34
0.0,0.03571428571428571,0.006134969325153375,0.936986301369863,86
0.0,0.03571428571428571,0.0,0.0,45
0.0,0.0,0.0,1.0,80
0.0,0.03571428571428571,0.0,0.0,55
0.5,0.14285714285714285,0.0,0.5232876712328767,135
0.5,0.03571428571428571,0.0,0.008219178082191782,220
0.0,0.03571428571428571,0.0,0.0,65
0.0,0.10714285714285714,0.006134969325153375,0.0,94
0.0,0.14285714285714285,0.0,0.0,60
0.5,0.07142857142857142,0.0,0.6520547945205479,85
0.5,0.0,0.0,0.0,170
0.5,0.0,0.0,0.019178082191780823,156
0.5,0.0,0.0,0.0,200
0.5,0.07142857142857142,0.0,0.0,200
0.5,0.0,0.0,0.0,200
0.0,0.0,0.0,0.0,55
0.5,0.0,0.018404907975460124,0.6821917808219178,250
0.5,0.03571428571428571,0.0,0.12602739726027398,575
0.5,0.03571428571428571,0.0,0.0,135
0.0,0.03571428571428571,0.0,0.0,99
0.5,0.07142857142857142,0.0,0.12328767123287672,240
0.5,0.03571428571428571,0.0,0.8082191780821918,250
0.0,0.07142857142857142,0.0,0.0,60
0.5,0.0,0.0,0.0,185
0.0,0.0,0.03067484662576687,0.4904109589041096,700
0.5,0.03571428571428571,0.006134969325153375,0.7726027397260274,695
0.0,0.14285714285714285,0.003067484662576687,0.2,90
0.0,0.2142857142857143,0.0,0.0,50
0.0,0.0,0.003067484662576687,1.0,157
0.5,0.14285714285714285,0.0,0.2054794520547945,150
0.0,0.07142857142857142,0.03374233128834356,0.263013698630137,40
0.5,0.0,0.0,0.0,78
0.0,0.17857142857142855,0.0,0.04657534246575343,40
0.0,0.03571428571428571,0.009202453987730062,0.4904109589041096,100
0.0,0.0,0.006134969325153375,0.0,120
0.0,0.0,0.009202453987730062,0.4849315068493151,35
0.5,0.07142857142857142,0.0,0.07123287671232877,249
0.5,0.03571428571428571,0.006134969325153375,0.2904109589041096,225
0.5,0.0,0.0,0.5506849315068493,179
0.5,0.0,0.0,0.0,120
0.0,0.2142857142857143,0.0,0.0,64
0.5,0.07142857142857142,0.0,0.9013698630136986,149
0.0,0.03571428571428571,0.0,0.021917808219178082,40
0.0,0.03571428571428571,0.003067484662576687,0.0,90
0.0,0.07142857142857142,0.006134969325153375,0.9863013698630138,249
0.0,0.03571428571428571,0.0,0.0,79
0.5,0.10714285714285714,0.0,0.0410958904109589,100
0.0,0.0,0.003067484662576687,0.915068493150685,48
0.5,0.03571428571428571,0.0,0.0,69
0.0,0.2142857142857143,0.006134969325153375,0.9972602739726028,45
0.0,0.07142857142857142,0.0,0.21643835616438356,90
0.0,0.03571428571428571,0.015337423312883437,0.7863013698630137,55
0.0,0.10714285714285714,0.0,0.2767123287671233,109
0.5,0.07142857142857142,0.0,0.07671232876712329,311
0.0,0.0,0.0,0.0,103
0.5,0.2142857142857143,0.0,0.0958904109589041,130
0.0,0.10714285714285714,0.009202453987730062,0.030136986301369864,35
0.0,0.07142857142857142,0.0,0.0,60
0.0,0.0,0.0,0.136986301369863,35
0.0,0.0,0.006134969325153375,0.23287671232876714,172
0.0,0.17857142857142855,0.003067484662576687,0.07945205479452055,130
0.5,0.07142857142857142,0.0,0.0,56
0.0,0.14285714285714285,0.0,0.0,44
0.5,0.07142857142857142,0.0,0.0,170
0.0,0.03571428571428571,0.0,0.5589041095890411,65
0.5,0.03571428571428571,0.0,0.12328767123287672,90
0.5,0.03571428571428571,0.006134969325153375,0.7424657534246576,99
0.5,0.07142857142857142,0.0,0.0,250
0.5,0.14285714285714285,0.0,0.0,105
0.0,0.14285714285714285,0.0,0.0,500
0.0,0.07142857142857142,0.0,0.06301369863013699,65
0.0,0.7142857142857143,0.0,0.9397260273972603,145
0.0,0.03571428571428571,0.006134969325153375,0.2136986301369863,60
0.0,0.0,0.0,0.9780821917808219,53
0.0,0.14285714285714285,0.0,0.0,32
0.5,0.03571428571428571,0.0,0.09863013698630137,189
0.5,0.03571428571428571,0.0,0.0,390
0.0,0.14285714285714285,0.0,0.0,75
0.5,0.0,0.006134969325153375,0.936986301369863,300
0.5,0.10714285714285714,0.0,0.3917808219178082,176
0.0,0.03571428571428571,0.0,0.336986301369863,70
0.0,0.14285714285714285,0.0,0.0,70
0.0,0.14285714285714285,0.0,0.0,80
0.5,0.0,0.0,0.0,220
0.0,0.0,0.0,0.4904109589041096,80
0.0,0.0,0.003067484662576687,0.12876712328767123,44
0.5,0.10714285714285714,0.003067484662576687,0.010958904109589041,200
0.0,0.07142857142857142,0.0,0.0,55
0.0,0.07142857142857142,0.0,0.0,120
0.0,0.03571428571428571,0.0,0.2410958904109589,66
0.0,0.07142857142857142,0.006134969325153375,0.4931506849315069,99
0.0,0.14285714285714285,0.009202453987730062,0.684931506849315,45
0.5,0.25,0.0,0.3041095890410959,115
0.0,0.3214285714285714,0.0,0.3972602739726027,24
0.0,0.03571428571428571,0.006134969325153375,0.6082191780821918,65
0.5,0.2142857142857143,0.0,0.0,140
0.0,0.14285714285714285,0.0,0.0,45
0.0,0.03571428571428571,0.009202453987730062,0.1178082191780822,65
0.0,0.03571428571428571,0.0,0.0,62
0.0,0.0,0.0,0.0,90
0.5,0.0,0.0,0.8410958904109589,175
0.0,0.0,0.03067484662576687,1.0,179
1.0,0.0,0.003067484662576687,0.9972602739726028,50
0.5,0.0,0.0,0.0,99
0.5,0.14285714285714285,0.0,0.1178082191780822,230
0.5,0.0,0.009202453987730062,0.07671232876712329,169
0.5,0.03571428571428571,0.003067484662576687,0.8821917808219178,299
0.0,0.0,0.0,0.0,45
0.0,0.03571428571428571,0.003067484662576687,0.010958904109589041,55
0.0,0.0,0.0,0.008219178082191782,75
0.0,0.0,0.006134969325153375,0.10410958904109589,99
0.0,0.0,0.0,0.0,80
0.5,0.07142857142857142,0.0,0.0,350
1.0,0.0,0.009202453987730062,0.9506849315068493,45
0.5,0.10714285714285714,0.0,0.0,100
0.0,0.03571428571428571,0.0,0.24383561643835616,116
0.0,0.14285714285714285,0.009202453987730062,0.0273972602739726,52
0.0,0.03571428571428571,0.0,0.8054794520547945,65
0.5,0.07142857142857142,0.0,0.0,140
1.0,0.14285714285714285,0.006134969325153375,0.7068493150684931,25
0.5,0.03571428571428571,0.006134969325153375,0.9616438356164384,275
0.5,0.0,0.003067484662576687,0.0,305
0.5,0.0,0.003067484662576687,0.5945205479452055,219
0.5,0.03571428571428571,0.0,0.0958904109589041,145
0.5,0.0,0.0,0.0,140
0.5,0.03571428571428571,0.0,0.0,100
0.5,0.0,0.006134969325153375,0.0,120
0.0,0.0,0.006134969325153375,0.0,100
0.0,0.0,0.003067484662576687,0.2054794520547945,65
0.5,0.9999999999999999,1.0,1.0,254
0.5,0.10714285714285714,0.0,0.20273972602739726,149
0.5,0.03571428571428571,0.0,0.0,150
0.0,0.0,0.006134969325153375,0.8986301369863013,50
0.5,0.10714285714285714,0.0,0.8493150684931506,169
0.5,0.10714285714285714,0.0,0.8547945205479452,93
0.0,0.3214285714285714,0.003067484662576687,0.0,50
0.0,0.10714285714285714,0.0,0.0,100
0.5,0.14285714285714285,0.0,0.0,150
0.0,0.0,0.003067484662576687,0.0,115
0.5,0.07142857142857142,0.0,0.0,105
0.0,0.0,0.006134969325153375,0.4849315068493151,129
0.5,0.14285714285714285,0.0,1.0,350
0.5,0.07142857142857142,0.0,0.0136986301369863,147
0.5,0.0,0.0,0.0,120
0.5,0.0,0.0,0.0,300
0.0,0.0,0.015337423312883437,0.4849315068493151,60
0.0,0.07142857142857142,0.0,0.0,75
0.5,0.07142857142857142,0.0,0.24657534246575344,300
0.5,0.07142857142857142,0.0,0.0,112
0.5,0.14285714285714285,0.0,0.010958904109589041,170
0.5,0.07142857142857142,0.0,0.019178082191780823,150
0.0,0.03571428571428571,0.0,0.947945205479452,80
0.5,0.10714285714285714,0.0,0.0027397260273972603,150
0.0,0.4642857142857143,0.003067484662576687,0.0,42
0.0,0.17857142857142855,0.0,0.0,40
0.5,0.14285714285714285,0.0,0.0,120
0.5,0.07142857142857142,0.0,0.0,250
0.0,0.0,0.0,0.019178082191780823,150
0.0,0.03571428571428571,0.003067484662576687,0.019178082191780823,69
0.5,0.14285714285714285,0.0,0.019178082191780823,250
0.0,0.0,0.0,1.0,40
0.5,0.14285714285714285,0.0,0.0,99
0.0,0.07142857142857142,0.0,0.1917808219178082,40
0.5,0.07142857142857142,0.0,0.526027397260274,298
0.0,0.10714285714285714,0.0,0.12602739726027398,87
0.0,0.0,0.006134969325153375,0.24657534246575344,60
0.5,0.10714285714285714,0.0,0.07397260273972603,130
0.0,0.07142857142857142,0.0,0.0,75
0.0,0.2142857142857143,0.0,0.08767123287671233,70
0.0,0.10714285714285714,0.006134969325153375,0.7972602739726028,120
0.0,0.0,0.012269938650306749,0.9452054794520548,30
0.0,0.07142857142857142,0.0,0.0,80
0.5,0.07142857142857142,0.0,0.10410958904109589,299
0.0,0.0,0.003067484662576687,0.6136986301369863,45
0.0,0.0,0.02147239263803681,0.3835616438356164,55
0.0,0.0,0.006134969325153375,0.8821917808219178,59
0.5,0.03571428571428571,0.0,0.0,130
0.0,0.10714285714285714,0.0,0.021917808219178082,105
0.5,0.07142857142857142,0.003067484662576687,0.2054794520547945,135
0.5,0.03571428571428571,0.0,0.0,127
0.0,0.03571428571428571,0.0,0.0,59
0.5,0.5,0.003067484662576687,0.0,140
0.5,0.07142857142857142,0.0,0.0,120
0.0,0.0,0.012269938650306749,0.0,48
0.0,0.07142857142857142,0.0,0.049315068493150684,49
0.0,0.03571428571428571,0.0,0.0,60
0.5,0.0,0.0,0.0,141
0.5,0.0,0.0,0.21643835616438356,150
0.5,0.03571428571428571,0.006134969325153375,0.6410958904109589,140
0.0,0.0,0.003067484662576687,0.2191780821917808,59
0.5,0.14285714285714285,0.0,0.0,160
0.0,0.03571428571428571,0.0,0.0,60
